"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-09-05","94.7","0.22","6.04","Ohtani, Shohei",660271,669618,,"foul",,,,,"3","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"1","2",2021,"-0.43","1.52","0.28","3.33",,"650859","664058","2","9","Bot",,,,,"641680",,,1.1246601468253492,-137.89393935050464,-4.788883652564906,-5.679045908011383,30.751805697990658,-11.978259379094636,"3.55","1.63","100","90.4","84","94.7","2360","6.2",632619,669618,"641680","663993","669256","660634","643396","641829","665750","666969","54.26",,,,,,,,"80","5","4-Seam Fastball","3","7","3","7","7","3","3","7","Strategic","Standard","195","-0.012","0"
"SL","2021-09-05","86.8","-0.08","5.85","Ohtani, Shohei",660271,669618,,"foul",,,,,"9","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"1","2",2021,"0.16","0.67","0.36","1.97",,"650859","664058","2","9","Bot",,,,,"641680",,,0.7388623299836554,-126.53911327749682,-4.55203262158582,1.585420118752448,23.40527856608088,-24.238061250693463,"3.55","1.63",,,,"86.8","2180","6",632619,669618,"641680","663993","669256","660634","643396","641829","665750","666969","54.51",,,,,,,,"80","4","Slider","3","7","3","7","7","3","3","7","Strategic","Standard","188","-0.012","0"
"CU","2021-09-05","78.0","0.15","5.98","Ohtani, Shohei",660271,669618,,"called_strike",,,,,"1","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"1","1",2021,"0.16","-1","-0.60","3.30",,"650859","664058","2","9","Bot",,,,,"641680",,,-1.9163972867942114,-113.6093958714906,2.894591254964843,1.697959563225509,18.84073444100676,-41.61143727751277,"3.48","1.71",,,,"78.2","2436","6.2",632619,669618,"641680","663993","669256","660634","643396","641829","665750","666969","54.32",,,,,,,,"80","3","Curveball","3","7","3","7","7","3","3","7","Strategic","Standard","39","-0.012","-0.116"
"FF","2021-09-05","94.2","0.21","6.04","Ohtani, Shohei",660271,669618,,"foul",,,,,"6","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"1","0",2021,"-0.3","1.34","0.72","2.86",,"650859","664058","2","9","Bot",,,,,"641680",,,1.9922196543159365,-137.2669742768802,-5.596938126128203,-4.21639792889557,27.468961948501157,-14.202228276000564,"3.55","1.63","237","72.2","36","94.6","2209","6.2",632619,669618,"641680","663993","669256","660634","643396","641829","665750","666969","54.29",,,,,,,,"80","2","4-Seam Fastball","3","7","3","7","7","3","3","7","Strategic","Standard","198","-0.012","-0.078"
"CU","2021-09-05","81.1","-0.02","5.97","Ohtani, Shohei",660271,669618,,"ball",,,,,"14","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","B",,,"0","0",2021,"0.14","-0.69","1.21","1.13",,"650859","664058","2","9","Bot",,,,,"641680",,,2.4782403436975193,-118.30786853060255,-3.0078370449402634,0.9228535185929102,19.12791463333255,-38.4313695243887,"3.55","1.68",,,,"81.6","2590","6.1",632619,669618,"641680","663993","669256","660634","643396","641829","665750","666969","54.37",,,,,,,,"80","1","Curveball","3","7","3","7","7","3","3","7","Strategic","Standard","48","-0.012","0.057"
"SI","2021-09-05","93.2","2.37","6.27","Ohtani, Shohei",660271,621368,"field_out","hit_into_play",,,,,"5","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","X","3","ground_ball","2","2",2021,"1.29","0.64","0.00","2.78",,,,"1","1","Bot",138.98,190.16,,,"641680",,,-8.928905735460816,-135.34956397541424,-4.603452550093192,17.808423908109784,29.173419571560558,-23.52472505427109,"3.55","1.63","2","65.5","-55","93.4","2107","6.5",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54","0.26","0.234","0","1","0","0","2","6","6","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","146","-0.016","-0.142"
"SL","2021-09-05","79.9","2.62","6.41","Ohtani, Shohei",660271,621368,,"ball",,,,,"12","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","B",,,"1","2",2021,"-0.68","-0.34","1.61","4.37",,,,"1","1","Bot",,,,,"641680",,,-0.9377815529949189,-116.35122504063423,2.8036073733211713,-6.10234721158902,19.81740752456046,-35.95814732359095,"3.48","1.7",,,,"80.1","2271","6.2",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54.29",,,,,,,,"6","5","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","270","0","0.028"
"SI","2021-09-05","94.1","2.49","6.29","Ohtani, Shohei",660271,621368,,"foul",,,,,"6","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","S",,,"1","2",2021,"0.98","0.5","0.49","2.49",,,,"1","1","Bot",,,,,"641680",,,-7.361583478451097,-136.752743293689,-5.219222728595278,13.915322670667157,31.192628137893447,-24.900219673811353,"3.55","1.63","224","76.8","47","93.9","2103","6.3",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54.19",,,,,,,,"6","4","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","144","0","0"
"SL","2021-09-05","83.5","2.41","6.37","Ohtani, Shohei",660271,621368,,"ball",,,,,"13","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","B",,,"0","2",2021,"-0.5","-0.33","-1.25","1.05",,,,"1","1","Bot",,,,,"641680",,,-7.446152939511988,-121.36973469508166,-5.145050054509907,-3.4105178349773886,24.783313538634523,-34.5314238693554,"3.42","1.67",,,,"83.4","2323","6.4",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54.1",,,,,,,,"6","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","289","0","0.013"
"SL","2021-09-05","83.3","2.49","6.43","Ohtani, Shohei",660271,621368,,"swinging_strike",,,,,"13","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","S",,,"0","1",2021,"-0.5","-0.22","-1.32","1.59",,,,"1","1","Bot",,,,,"641680",,,-7.737437860064106,-120.99477972732433,-4.119193197920358,-3.167145161667943,26.429101205327946,-33.65179070377954,"3.55","1.63",,,,"82.6","2299","6.2",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54.31",,,,,,,,"6","2","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","284","0","-0.035"
"FF","2021-09-05","98.8","-0.57","6.34","Ohtani, Shohei",660271,622250,"walk","ball",,,,,"12","Shohei Ohtani walks.","R","L","R","LAA","TEX","B",,,"3","1",2021,"-0.47","1.43","1.14","3.69",,,,"0","8","Bot",,,,,"641680",,,5.715625186698488,-143.77806632240484,-5.099076640760259,-7.8323836863734915,31.96901799756016,-11.263896255031195,"3.4","1.71",,,,"98.5","2393","6",632619,622250,"641680","663993","669256","660634","643396","641829","665750","666969","54.49",,,"0.7","1","0","0",,"67","5","4-Seam Fastball","3","7","3","7","7","3","3","7","Infield shift","Standard","203","0.027","0.251"
"SI","2021-09-05","92.8","2.58","6.35","Ohtani, Shohei",660271,621368,,"called_strike",,,,,"4","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","S",,,"0","0",2021,"1.02","0.79","-0.48","2.85",,,,"1","1","Bot",,,,,"641680",,,-10.016971615090714,-134.75640442909747,-4.828978307793216,14.633541377183544,30.363411182297703,-21.648288341077464,"3.41","1.69",,,,"92.4","1995","6.2",632619,621368,"641680","663993","669256","660634","643396","641829","665750","666969","54.28",,,,,,,,"6","1","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","153","0","-0.027"
"CU","2021-09-05","84.0","-0.87","6.38","Ohtani, Shohei",660271,622250,,"ball",,,,,"11","Shohei Ohtani walks.","R","L","R","LAA","TEX","B",,,"2","1",2021,"0.68","-0.95","-1.59","3.22",,,,"0","8","Bot",,,,,"641680",,,-2.989943026289382,-122.31956206149748,0.8944886155802347,7.457636357924822,22.584937493048322,-42.15163600029889,"3.49","1.64",,,,"83.4","1800","5.7",632619,622250,"641680","663993","669256","660634","643396","641829","665750","666969","54.79",,,,,,,,"67","4","Curveball","3","7","3","7","7","3","3","7","Infield shift","Standard","20","0","0.113"
"FF","2021-09-05","97.9","-0.68","6.33","Ohtani, Shohei",660271,622250,,"foul",,,,,"3","Shohei Ohtani walks.","R","L","R","LAA","TEX","S",,,"2","0",2021,"-0.78","1.49","0.30","2.96",,,,"0","8","Bot",,,,,"641680",,,4.403060614693883,-142.42758059066276,-6.997624979114839,-11.641819115328367,32.54525710956637,-10.50944397430818,"3.55","1.63","221","81.7","21","97.3","2514","5.9",632619,622250,"641680","663993","669256","660634","643396","641829","665750","666969","54.55",,,,,,,,"67","3","4-Seam Fastball","3","7","3","7","7","3","3","7","Infield shift","Standard","209","0","-0.067"
"FF","2021-09-05","97.7","-0.61","6.33","Ohtani, Shohei",660271,622250,,"ball",,,,,"11","Shohei Ohtani walks.","R","L","R","LAA","TEX","B",,,"1","0",2021,"-0.7","1.63","-1.07","2.86",,,,"0","8","Bot",,,,,"641680",,,0.37858011038676537,-142.1194149591689,-7.48825665894448,-9.592725719125974,34.79715222523699,-8.63537711764325,"3.42","1.67",,,,"96.7","2462","5.9",632619,622250,"641680","663993","669256","660634","643396","641829","665750","666969","54.63",,,,,,,,"67","2","4-Seam Fastball","3","7","3","7","7","3","3","7","Infield shift","Standard","204","0","0.07"
"CU","2021-09-05","83.1","-0.64","6.37","Ohtani, Shohei",660271,622250,,"ball",,,,,"14","Shohei Ohtani walks.","R","L","R","LAA","TEX","B",,,"0","0",2021,"0.79","-1","0.61","-0.34",,,,"0","8","Bot",,,,,"641680",,,1.3140052830133686,-120.86542943601378,-6.898721362286471,7.442560551115147,24.183438783648814,-40.789298624108554,"3.43","1.64",,,,"82.3","1763","5.9",632619,622250,"641680","663993","669256","660634","643396","641829","665750","666969","54.63",,,,,,,,"67","1","Curveball","3","7","3","7","7","3","3","7","Infield shift","Standard","19","0","0.038"
"FC","2021-09-04","88.0","2.19","5.46","Ohtani, Shohei",660271,663465,"home_run","hit_into_play",,,,,"5","Shohei Ohtani homers (43) on a fly ball to right center field.    Luis Rengifo scores.    David Fletcher scores.","R","L","L","LAA","TEX","X",,"fly_ball","0","0",2021,"-0.08","0.52","-0.06","2.72",,"650859","664058","0","6","Bot",208.26,46.73,,,"624431",,,-5.322058091606418,-128.13845324996527,-1.602778259442537,0.311007788875872,27.404406514699573,-26.346990103512233,"3.55","1.63","426","107.2","31","87.9","2199","6.3",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.24","0.957","1.93","2","1","0","3","6","41","1","Cutter","1","0","1","0","0","4","4","0","Standard","Standard","179","0.136","1.948"
"FC","2021-09-04","86.0","2.11","5.58","Ohtani, Shohei",660271,663465,"field_out","hit_into_play",,,,,"9","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","X","3","ground_ball","1","1",2021,"-0.2","0.66","0.73","2.10",,,,"0","4","Bot",162.5,161.87,,,"624431",,,-2.887286135387037,-125.31342332745598,-3.386742661503078,-1.4921354947142917,24.63413339100849,-24.738170297537955,"3.55","1.63","51","85.2","2","85.9","2058","6.1",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.43","0.314","0.304","0","1","0","0","2","24","3","Cutter","1","0","1","0","0","1","1","0","Infield shift","Standard","193","-0.02","-0.23"
"FC","2021-09-04","85.8","2.16","5.54","Ohtani, Shohei",660271,663465,,"called_strike",,,,,"7","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","S",,,"1","0",2021,"-0.32","0.66","-0.50","1.56",,,,"0","4","Bot",,,,,"624431",,,-5.6397560400037365,-124.84307453367323,-4.483437550315404,-2.243424808089934,24.780803518762916,-24.55057080600759,"3.47","1.67",,,,"85.7","2011","6.2",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.3",,,,,,,,"24","2","Cutter","1","0","1","0","0","1","1","0","Infield shift","Standard","165","0","-0.049"
"FC","2021-09-04","85.9","2.22","5.66","Ohtani, Shohei",660271,663465,,"ball",,,,,"12","Shohei Ohtani grounds out to first baseman Nathaniel Lowe.","R","L","L","LAA","TEX","B",,,"0","0",2021,"-0.07","0.86","0.15","3.66",,,,"0","4","Bot",,,,,"624431",,,-4.7439567868754144,-125.13509490811126,-0.24414005591349996,0.15522352141968812,24.6521176236518,-23.284077188492486,"3.52","1.65",,,,"85.7","1980","6",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.46",,,,,,,,"24","1","Cutter","1","0","1","0","0","1","1","0","Infield shift","Standard","182","0","0.038"
"FF","2021-09-04","94.6","-1.6","5.21","Ohtani, Shohei",660271,607359,"single","hit_into_play",,,,,"9","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","X","9","line_drive","3","2",2021,"-0.89","1.11","0.78","2.09",,,,"1","8","Bot",178.81,108.13,,,"624431",,,8.22104341692542,-137.40902942377033,-4.89594573069512,-13.13042343708682,32.229432885454756,-17.268918146008716,"3.55","1.63","261","105.4","17","94.6","1969","6.5",632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","53.96","0.574","0.689","0.9","1","1","0","5","56","6","4-Seam Fastball","4","0","4","0","0","4","4","0","Infield shift","Standard","228","0.002","0.213"
"FF","2021-09-04","94.8","-1.55","5.24","Ohtani, Shohei",660271,607359,,"called_strike",,,,,"9","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","S",,,"3","1",2021,"-0.91","1.2","0.36","2.22",,,,"1","8","Bot",,,,,"624431",,,7.042874081674027,-137.8386912232824,-4.904843098502876,-13.180023544068575,31.73754278006532,-16.00318373064948,"3.55","1.74",,,,"94.9","2054","6.5",632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","54.05",,,,,,,,"56","5","4-Seam Fastball","4","0","4","0","0","4","4","0","Infield shift","Standard","222","0","-0.065"
"FF","2021-09-04","94.2","-1.75","5.19","Ohtani, Shohei",660271,607359,,"foul",,,,,"4","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","S",,,"3","0",2021,"-0.78","1.3","-0.52","2.28",,,,"1","8","Bot",,,,,"624431",,,4.96284152623635,-137.00137885796744,-4.727569108357041,-10.94321411819732,32.471556022639525,-15.026781321119318,"3.55","1.63","241","96.1","58","94.5","2158","6.6",632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","53.87",,,,,,,,"56","4","4-Seam Fastball","4","0","4","0","0","4","4","0","Infield shift","Standard","213","0","-0.049"
"FS","2021-09-04","87.2","-1.73","5.17","Ohtani, Shohei",660271,607359,,"ball",,,,,"14","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","B",,,"2","0",2021,"-1.5","0.76","0.50","0.53",,,,"1","8","Bot",,,,,"624431",,,8.463270681705827,-126.56802534002324,-6.53771989962566,-17.8231817346709,26.420418669283464,-22.860575663630254,"3.51","1.72",,,,"87.4","1774","6.6",632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","53.89",,,,,,,,"56","3","Split-Finger","4","0","4","0","0","4","4","0","Infield shift","Standard","246","0","0.088"
"FF","2021-09-04","94.7","-1.74","5.23","Ohtani, Shohei",660271,607359,,"ball",,,,,"14","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","B",,,"1","0",2021,"-1.09","1.38","0.35","0.97",,,,"1","8","Bot",,,,,"624431",,,7.880480848498789,-137.45413328031722,-8.474818438462037,-15.593303054834063,32.172755063991495,-12.921653865952862,"3.51","1.66",,,,"0",,,632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","54.13",,,,,,,,"56","2","4-Seam Fastball","4","0","4","0","0","4","4","0","Infield shift","Standard",,"0","0.05"
"CU","2021-09-04","75.9","1.91","5.79","Ohtani, Shohei",660271,663465,"field_out","hit_into_play",,,,,"7","Shohei Ohtani flies out to left fielder DJ Peters.","R","L","L","LAA","TEX","X","7","fly_ball","0","2",2021,"-0.72","-0.69","-0.54","1.82",,,,"1","1","Bot",65.16,140.26,,,"624431",,,-3.798215402723716,-110.52893390708893,-0.03997818051656754,-5.2601716689018705,19.220019343169145,-38.00547304249231,"3.55","1.63","210","83.8","58","75.3","1916","5.8",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.73","0.02","0.02","0","1","0","0","3","5","3","Curveball","0","0","0","0","0","0","0","0","Infield shift","Standard","323","-0.016","-0.101"
"FS","2021-09-04","86.9","-1.7","5.22","Ohtani, Shohei",660271,607359,,"ball",,,,,"14","Shohei Ohtani singles on a sharp line drive to right fielder Adolis Garcia.","R","L","R","LAA","TEX","B",,,"0","0",2021,"-1.37","0.53","0.64","-0.16",,,,"1","8","Bot",,,,,"624431",,,8.432245794272198,-126.08531986696694,-7.7655781264469965,-16.301313609493903,26.116223513462376,-25.09158698083052,"3.55","1.67",,,,"87.2","1687","6.7",632625,607359,"624431","663993","669256","518586","643396","656847","665750","666969","53.84",,,,,,,,"56","1","Split-Finger","4","0","4","0","0","4","4","0","Infield shift","Standard","239","0","0.026"
"FF","2021-09-04","92.0","1.98","5.54","Ohtani, Shohei",660271,663465,,"called_strike",,,,,"7","Shohei Ohtani flies out to left fielder DJ Peters.","R","L","L","LAA","TEX","S",,,"0","1",2021,"0.59","1.43","-0.43","1.93",,,,"1","1","Bot",,,,,"624431",,,-7.364346436671179,-133.63505435070383,-6.378478214549512,8.628897963127704,28.71674833516213,-13.787838420159137,"3.55","1.73",,,,"91.8","2273","6.2",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.26",,,,,,,,"5","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","148","0","-0.035"
"FF","2021-09-04","91.5","2.01","5.64","Ohtani, Shohei",660271,663465,,"foul",,,,,"5","Shohei Ohtani flies out to left fielder DJ Peters.","R","L","L","LAA","TEX","S",,,"0","0",2021,"0.81","1.49","0.00","2.81",,,,"1","1","Bot",,,,,"624431",,,-6.793065855579975,-133.0686173964899,-4.489936554035037,10.99624069609202,27.46749756687802,-13.702323536244739,"3.55","1.63","239","74.9","32","91.5","2202","6.2",632625,663465,"624431","663993","669256","518586","643396","656847","665750","666969","54.27",,,,,,,,"5","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","146","0","-0.027"
"KC","2021-09-03","81.9","-1.94","5.96","Ohtani, Shohei",660271,657248,"grounded_into_double_play","hit_into_play",,,,,"8","Shohei Ohtani grounds into a double play, third baseman Yonny Hernandez to shortstop Isiah Kiner-Falefa to first baseman Nathaniel Lowe.   David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","LAA","TEX","X","5","ground_ball","2","2",2021,"0.53","-0.79","0.08","1.74",,,"664058","0","3","Bot",142.34,146.32,,,"641680",,,3.5662505403430487,-119.30751876489897,-1.4835934555490418,4.451008941791878,21.964084174282593,-39.68929173090989,"3.55","1.63","113","105.7","6","83","2340","6.9",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.63","0.631","0.582","0","1","0","0","4","24","5","Knuckle Curve","2","2","2","2","2","2","2","2","Infield shift","Strategic","42","-0.082","-0.445"
"FF","2021-09-03","93.4","-1.94","5.96","Ohtani, Shohei",660271,657248,,"ball",,,,,"12","Shohei Ohtani grounds into a double play, third baseman Yonny Hernandez to shortstop Isiah Kiner-Falefa to first baseman Nathaniel Lowe.   David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","LAA","TEX","B",,,"1","2",2021,"-0.34","1.01","0.84","4.17",,,"664058","0","3","Bot",,,,,"641680",,,7.993685084970334,-135.86075523625905,-1.119768266356521,-5.824985397881359,27.452245039679163,-19.546763982859957,"3.28","1.59",,,,"94.8","2061","6.9",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.58",,,,,,,,"24","4","4-Seam Fastball","2","2","2","2","2","2","2","2","Infield shift","Strategic","211","0","0.064"
"CH","2021-09-03","87.2","-1.96","5.97","Ohtani, Shohei",660271,657248,,"foul",,,,,"6","Shohei Ohtani grounds into a double play, third baseman Yonny Hernandez to shortstop Isiah Kiner-Falefa to first baseman Nathaniel Lowe.   David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","LAA","TEX","S",,,"1","1",2021,"-1.51","0.64","0.38","2.91",,,"664058","0","3","Bot",,,,,"641680",,,8.83562922166138,-126.6790249820932,-2.4954907108413362,-18.052440265613097,26.67271532194596,-24.958014476409442,"3.55","1.63","207","72.1","47","87.9","1945","6.9",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.61",,,,,,,,"24","3","Changeup","2","2","2","2","2","2","2","2","Infield shift","Strategic","237","0","-0.098"
"FF","2021-09-03","93.3","-2.1","5.95","Ohtani, Shohei",660271,657248,,"ball",,,,,"11","Shohei Ohtani grounds into a double play, third baseman Yonny Hernandez to shortstop Isiah Kiner-Falefa to first baseman Nathaniel Lowe.   David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","LAA","TEX","B",,,"0","1",2021,"-0.66","1.27","-1.55","2.67",,,"664058","0","3","Bot",,,,,"641680",,,2.8976391031863433,-135.7274087062575,-5.471589869987664,-8.793444802704474,31.8290546914801,-15.451744964356307,"3.35","1.59",,,,"93.8","2079","6.8",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.71",,,,,,,,"24","2","4-Seam Fastball","2","2","2","2","2","2","2","2","Infield shift","Standard","221","0","0.039"
"CH","2021-09-03","86.4","-1.97","5.92","Ohtani, Shohei",660271,657248,,"foul",,,,,"6","Shohei Ohtani grounds into a double play, third baseman Yonny Hernandez to shortstop Isiah Kiner-Falefa to first baseman Nathaniel Lowe.   David Fletcher out at 2nd.    Shohei Ohtani out at 1st.","R","L","R","LAA","TEX","S",,,"0","0",2021,"-1.61","0.52","0.41","2.23",,,"664058","0","3","Bot",,,,,"641680",,,9.047385682340703,-125.46829957709986,-3.637883113890741,-18.87514631742543,25.915178048797333,-26.067913862594605,"3.55","1.63","211","72.8","47","87.2","1834","7",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.53",,,,,,,,"24","1","Changeup","2","2","2","2","2","2","2","2","Infield shift","Standard","234","0","-0.057"
"FF","2021-09-03","91.9","-1.92","5.99","Ohtani, Shohei",660271,657248,"field_out","hit_into_play",,,,,"5","Shohei Ohtani grounds out, second baseman Nick Solak to first baseman Nathaniel Lowe.   David Fletcher to 2nd.","R","L","R","LAA","TEX","X","4","ground_ball","1","0",2021,"-0.46","1.38","-0.23","2.66",,,"664058","0","1","Bot",158.95,153.94,,,"641680",,,5.358623090267095,-133.7135570041808,-5.678651975454816,-6.696723537341813,27.75137587752775,-14.631381201290742,"3.55","1.63","55","101.2","1","93.2","2201","7",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.51","0.449","0.41","0","1","0","0","4","7","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","209","-0.017","-0.552"
"KC","2021-09-03","82.6","-1.99","5.85","Ohtani, Shohei",660271,657248,,"blocked_ball",,,,,"14","Shohei Ohtani grounds out, second baseman Nick Solak to first baseman Nathaniel Lowe.   David Fletcher to 2nd.","R","L","R","LAA","TEX","B",,,"0","0",2021,"0.41","-0.96","0.43","0.38",,,"664058","0","1","Bot",,,,,"641680",,,4.781919762528154,-120.17800739751678,-4.118816396697176,3.0046042901693464,23.447361493927566,-40.86575211831577,"3.27","1.6",,,,"83.6","2405","7",632632,657248,"641680","663993","669256","660634","643396","641829","665750","656847","53.53",,,,,,,,"7","1","Knuckle Curve","0","0","0","0","0","0","0","0","Infield shift","Standard","35","0","0.055"
"CH","2021-09-03","81.4","-1.17","6.34","Ohtani, Shohei",660271,605194,"strikeout","swinging_strike",,,,,"4","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S","2",,"0","2",2021,"-1.27","0.53","-0.65","2.88",,,,"2","7","Bot",,,,,"641680",,,3.512557198744842,-118.54205275311703,-2.220817793262133,-12.628520856002446,20.73193052013889,-26.941457036443904,"3.55","1.63",,,,"80.1","2552","5.2",632632,605194,"641680","663993","669256","660634","643396","641829","665750","656847","55.34",,,"0","1","0","0",,"58","3","Changeup","3","2","3","2","2","3","3","2","Infield shift","Standard","249","-0.009","-0.061"
"CH","2021-09-03","79.7","-1.13","6.35","Ohtani, Shohei",660271,605194,,"swinging_strike",,,,,"13","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"0","1",2021,"-1.23","0.25","-0.64","1.14",,,,"2","7","Bot",,,,,"641680",,,3.2935132352917114,-115.97812555951766,-5.129893458503156,-11.7322840442243,20.616285192081595,-29.14818212494667,"3.55","1.63",,,,"78.1","2583","5.1",632632,605194,"641680","663993","669256","660634","643396","641829","665750","656847","55.43",,,,,,,,"58","2","Changeup","3","2","3","2","2","3","3","2","Infield shift","Standard","247","0","-0.024"
"CH","2021-09-03","81.8","-1.11","6.33","Ohtani, Shohei",660271,605194,,"foul",,,,,"2","Shohei Ohtani strikes out swinging.","R","L","R","LAA","TEX","S",,,"0","0",2021,"-0.94","1.07","0.23","3.34",,,,"2","7","Bot",,,,,"641680",,,4.719517682099455,-119.04670571044159,-2.246663489892248,-9.787599983520078,21.469771068261203,-21.7707151579366,"3.55","1.63",,,,"80.7","2423","5.4",632632,605194,"641680","663993","669256","660634","643396","641829","665750","656847","55.08",,,,,,,,"58","1","Changeup","3","2","3","2","2","3","3","2","Infield shift","Standard","249","0","-0.018"
"SL","2021-09-03","81.4","-3.23","6","Ohtani, Shohei",660271,642701,"field_out","hit_into_play",,,,,"1","Shohei Ohtani flies out to right fielder DJ Peters.","R","L","R","LAA","TEX","X","9","fly_ball","0","0",2021,"0.04","-0.55","-0.65","3.11","608686",,"664058","2","5","Bot",197.61,90.73,,,"641680",,,5.702895017675356,-118.52142126181948,1.1146736074856711,-0.6608701513898038,21.90445967215723,-37.75096197965348,"3.55","1.63","321","86.0","35","81.4","2627","6.2",632632,642701,"641680","663993","669256","660634","643396","641829","665750","656847","54.33","0.02","0.025","0","1","0","0","3","41","1","Slider","2","2","2","2","2","2","2","2","Infield shift","Standard","56","-0.066","-0.486"
