"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2021-07-27","83.5","2.36","6.73","Ohtani, Shohei",660271,596295,,"swinging_strike",,,,,"13","Shohei Ohtani homers (36) on a fly ball to center field.   Juan Lagares scores.","R","L","L","LAA","COL","S",,,"0","0",2021,"-0.44","0.47","-0.61","1.17","501571",,,"2","5","Bot",,,,,"553869",,,-5.976727149322495,-121.41821302504675,-7.359508133462941,-3.3450930156201104,21.283909191861344,-26.339763705069885,"3.55","1.63",,,,"84.1","2252","6.5",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.99",,,,,,,,"50","1","Slider","0","10","0","10","10","0","0","10","Infield shift","Standard","201","0","-0.039"
"SL","2021-07-27","85.5","2.14","6.61","Ohtani, Shohei",660271,596295,"strikeout","swinging_strike",,,,,"13","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S","2",,"2","2",2021,"-0.52","0.43","-1.26","2.51",,"608686","664058","0","3","Bot",,,,,"553869",,,-7.0126853809324015,-124.47738026461751,-4.369039702108909,-4.276899005988444,21.640803998827195,-27.02597379490128,"3.55","1.63",,,,"86.7","2296","6.7",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.76",,,"0","1","0","0",,"28","5","Slider","0","5","0","5","5","0","0","5","Infield shift","Standard","209","-0.038","-0.552"
"CH","2021-07-27","83.1","1.95","6.53","Ohtani, Shohei",660271,596295,,"swinging_strike",,,,,"2","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"2","1",2021,"0.63","1.04","-0.09","3.42",,"608686","664058","0","3","Bot",,,,,"553869",,,-6.012156909861693,-120.86095186891426,-2.6996687708475218,7.408001909814396,24.26100842782819,-21.673050395762857,"3.55","1.63",,,,"84.2","1656","7.1",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.42",,,,,,,,"28","4","Changeup","0","5","0","5","5","0","0","5","Infield shift","Standard","121","0","-0.13"
"FF","2021-07-27","91.9","1.81","6.76","Ohtani, Shohei",660271,596295,,"ball",,,,,"7","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"1","1",2021,"0.45","1.45","-0.36","1.46",,"608686","664058","0","3","Bot",,,,,"553869",,,-6.522683738516096,-133.35960510022963,-10.789687640039551,6.712513280800575,28.407130027858823,-12.697233585869931,"3.34","1.52",,,,"92.6","2036","6.8",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.66",,,,,,,,"28","3","4-Seam Fastball","0","5","0","5","5","0","0","5","Infield shift","Standard","150","0","0.102"
"CH","2021-07-27","82.4","1.9","6.46","Ohtani, Shohei",660271,596295,,"called_strike",,,,,"1","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"1","0",2021,"0.8","0.98","-0.30","2.91",,"608686","664058","0","3","Bot",,,,,"553869",,,-6.655088810020365,-119.86741643575166,-3.508868686736995,8.969875330452437,22.8725610204495,-22.20716877906154,"3.4","1.58",,,,"83.6","1631","7.1",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.44",,,,,,,,"28","2","Changeup","0","5","0","5","5","0","0","5","Infield shift","Standard","122","0","-0.104"
"SL","2021-07-27","86.5","1.99","6.69","Ohtani, Shohei",660271,596295,,"ball",,,,,"13","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"0","0",2021,"-0.7","0.43","-1.21","1.05",,"608686","664058","0","3","Bot",,,,,"553869",,,-6.256334923733497,-125.6695835868764,-8.179596115158164,-6.301555505744055,23.893609521182757,-26.240816948456555,"3.45","1.48",,,,"87.3","2313","6.7",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.75",,,,,,,,"28","1","Slider","0","5","0","5","5","0","0","5","Infield shift","Standard","172","0","0.079"
"SL","2021-07-27","82.0","-2.84","4.94","Ohtani, Shohei",660271,664875,"walk","ball",,,,,"13","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","B",,,"3","2",2021,"1.2","0.01","-1.62","1.99","501571",,"664058","1","7","Bot",,,,,"553869",,,0.4491065695546699,-119.43206408746035,-0.13448637820376963,11.337579850607197,23.42193537288545,-32.26959167431473,"3.46","1.59",,,,"82.2","2883","6.4",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.12",,,"0.7","1","0","0",,"71","7","Slider","2","12","2","12","12","2","2","12","Infield shift","Standard","69","0.001","0.537"
"SL","2021-07-27","82.2","-2.4","5.08","Ohtani, Shohei",660271,664875,,"ball",,,,,"11","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","B",,,"2","2",2021,"1.48","-0.28","-1.53","2.56","501571",,"664058","1","7","Bot",,,,,"553869",,,-0.8800958020931363,-119.75378839168748,1.379490735678158,14.346263321230598,23.623037494934554,-35.397863274240514,"3.47","1.61",,,,"82.1","2825","6.2",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.32",,,,,,,,"71","6","Slider","2","12","2","12","12","2","2","12","Infield shift","Standard","65","0","0.097"
"SI","2021-07-27","98.7","-2.42","4.89","Ohtani, Shohei",660271,664875,,"ball",,,,,"14","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","B",,,"1","2",2021,"-1.61","0.17","1.05","1.96","501571",,"664058","1","7","Bot",,,,,"553869",,,13.11519167378145,-143.21490525195517,-2.913571256755641,-25.175699998528753,31.420596138142468,-29.301723220922273,"3.45","1.62",,,,"98.4","2301","6.1",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.36",,,,,,,,"71","5","Sinker","2","12","2","12","12","2","2","12","Infield shift","Standard","240","0","0.102"
"SL","2021-07-27","82.7","-2.54","5.05","Ohtani, Shohei",660271,664875,,"foul",,,,,"13","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","S",,,"1","2",2021,"1.14","-0.67","-0.13","0.74","501571",,"664058","1","7","Bot",,,,,"553869",,,3.2682788840902357,-120.3540893764206,-1.9924905772263517,10.344888529112982,24.708871438966387,-38.428723696270836,"3.55","1.63","2","80.5","-18","82.3","2916","6.1",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.36",,,,,,,,"71","4","Slider","2","12","2","12","12","2","2","12","Infield shift","Standard","66","0","0"
"SI","2021-07-27","96.5","-2.52","4.73","Ohtani, Shohei",660271,664875,,"foul",,,,,"9","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","S",,,"1","1",2021,"-1.43","0.21","0.50","2.12","501571",,"664058","1","7","Bot",,,,,"553869",,,11.273321088938802,-140.13298611902533,-1.8139872307370875,-21.36809966066967,32.20706837717272,-29.22757373122747,"3.55","1.63","216","79.7","35","0",,,633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.13",,,,,,,,"71","3","Sinker","2","12","2","12","12","2","2","12","Infield shift","Standard",,"0","-0.161"
"SL","2021-07-27","82.3","-2.69","5.03","Ohtani, Shohei",660271,664875,,"called_strike",,,,,"13","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","S",,,"1","0",2021,"0.82","-0.5","-0.98","2.10","501571",,"664058","1","7","Bot",,,,,"553869",,,2.2847262163117823,-119.7671755979926,0.8932049877148003,7.382073037725615,24.778717720084174,-37.409223987768826,"3.41","1.63",,,,"81.8","2971","6.1",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.41",,,,,,,,"71","2","Slider","2","12","2","12","12","2","2","12","Infield shift","Standard","67","0","-0.126"
"SL","2021-07-27","79.7","-2.85","5.02","Ohtani, Shohei",660271,664875,,"blocked_ball",,,,,"13","Shohei Ohtani walks.   David Fletcher to 2nd.","R","L","R","LAA","COL","B",,,"0","0",2021,"1.09","-0.05","-1.29","0.69","501571",,"664058","1","7","Bot",,,,,"553869",,,1.3720796918147493,-116.09585942142895,-2.7057694327989523,9.584170169553527,21.71513345473039,-32.2900756058726,"3.49","1.58",,,,"79.7","2686","6.2",633139,664875,"553869","658069","641857","547004","663898","656582","641658","606132","54.29",,,,,,,,"71","1","Slider","2","12","2","12","12","2","2","12","Infield shift","Standard","70","0","0.06"
"SL","2021-07-27","86.3","2.78","6.47","Ohtani, Shohei",660271,573127,"strikeout","swinging_strike",,,,,"4","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S","2",,"1","2",2021,"-0.1","0.32","-0.82","2.24",,"608686","664058","0","9","Bot",,,,,"553869",,,-8.39305005271405,-125.23242816520342,-4.396227463387232,0.8539310023500992,28.805031393320675,-28.02580571021768,"3.55","1.63",,,,"86","2348","6.6",633139,573127,"553869","658069","641857","547004","663898","656582","641658","606132","53.92",,,"0","1","0","0",,"89","4","Slider","3","12","3","12","12","3","3","12","Infield shift","Standard","212","-0.001","-0.455"
"FF","2021-07-27","91.8","2.39","6.32","Ohtani, Shohei",660271,573127,,"called_strike",,,,,"1","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"1","1",2021,"0.47","1.53","-0.48","3.06",,"608686","664058","0","9","Bot",,,,,"553869",,,-8.363215195667298,-133.32390830205074,-5.769453447430766,7.382966060911898,29.240287760075613,-12.816911397493119,"3.55","1.63",,,,"92.9","1784","7.1",633139,573127,"553869","658069","641857","547004","663898","656582","641658","606132","53.43",,,,,,,,"89","3","4-Seam Fastball","3","12","3","12","12","3","3","12","Infield shift","Standard","152","0","-0.124"
"SL","2021-07-27","85.5","2.8","6.45","Ohtani, Shohei",660271,573127,,"ball",,,,,"8","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"0","1",2021,"-0.26","0.37","-0.23","1.58",,"608686","664058","0","9","Bot",,,,,"553869",,,-6.645004502455579,-124.10838337440696,-5.840244102268748,-1.0675359803798905,28.849016216193743,-27.214629481014136,"3.65","1.59",,,,"85.3","2373","6.6",633139,573127,"553869","658069","641857","547004","663898","656582","641658","606132","53.85",,,,,,,,"89","2","Slider","3","12","3","12","12","3","3","12","Infield shift","Standard","224","0","0.075"
"SL","2021-07-27","84.0","2.74","6.59","Ohtani, Shohei",660271,573127,,"swinging_strike",,,,,"13","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"0","0",2021,"-0.37","0.28","-1.00","2.34",,"608686","664058","0","9","Bot",,,,,"553869",,,-7.920507872227434,-122.01641850247697,-3.86533859391165,-1.834414241320202,27.818226669286513,-28.79940808352362,"3.55","1.63",,,,"83.5","2423","6.4",633139,573127,"553869","658069","641857","547004","663898","656582","641658","606132","54.08",,,,,,,,"89","1","Slider","3","12","3","12","12","3","3","12","Infield shift","Standard","337","0","-0.1"
"SL","2021-07-27","86.1","2.08","6.79","Ohtani, Shohei",660271,596295,"field_out","hit_into_play",,,,,"8","Shohei Ohtani lines out to first baseman Connor Joe.","R","L","L","LAA","COL","X","3","line_drive","0","1",2021,"-0.54","0.45","0.01","1.60",,,"664058","0","1","Bot",149.98,169.63,,,"553869",,,-3.817253924755467,-125.27948130172318,-7.036257054433069,-4.977337486422366,24.23808422605747,-26.204962101156074,"3.55","1.63","100","82.5","9","86.5","2175","6.5",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","54.04","0.437","0.4","0","1","0","0","4","9","2","Slider","0","2","0","2","2","0","0","2","Infield shift","Standard","180","-0.035","-0.331"
"FF","2021-07-27","89.5","1.91","6.9","Ohtani, Shohei",660271,596295,,"foul",,,,,"9","Shohei Ohtani lines out to first baseman Connor Joe.","R","L","L","LAA","COL","S",,,"0","0",2021,"0.46","1.51","0.73","1.86",,,"664058","0","1","Bot",,,,,"553869",,,-3.8952511734007707,-130.03525160666126,-9.593872857647343,6.053127941210058,28.77392640295945,-13.207389208446857,"3.55","1.63","3","84.2","-28","89.6","1895","6.6",633139,596295,"553869","656582","663898","641857","596115","606132","641658","453568","53.91",,,,,,,,"9","1","4-Seam Fastball","0","2","0","2","2","0","0","2","Infield shift","Standard","152","0","-0.057"
"KC","2021-07-26","85.1","-1.4","6.32","Ohtani, Shohei",660271,608566,"field_out","hit_into_play",,,,,"8","Shohei Ohtani grounds out sharply, second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","LAA","COL","X","4","ground_ball","1","2",2021,"0.66","-0.5","-0.08","2.01",,,,"2","5","Bot",157.07,149.38,,,"624513",,,1.7448274249322504,-123.9742526571057,-2.847559780067761,6.490851404709234,23.16577379114874,-36.998123834341655,"3.55","1.63","41","102.2","-1","83.9","2735","5.3",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.19","0.411","0.385","0","1","0","0","4","41","4","Knuckle Curve","2","1","2","1","1","2","2","1","Infield shift","Standard","38","-0.01","-0.073"
"CH","2021-07-26","83.6","-1.84","6.3","Ohtani, Shohei",660271,608566,,"foul",,,,,"6","Shohei Ohtani grounds out sharply, second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","LAA","COL","S",,,"1","1",2021,"-0.78","0.06","0.36","2.27",,,,"2","5","Bot",,,,,"624513",,,6.505438059237396,-121.71006742467334,-3.024968772956194,-8.995858483626773,21.639031695358028,-31.1802854501715,"3.55","1.63","3","69.6","-33","82.7","1497","5.4",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.07",,,,,,,,"41","3","Changeup","2","1","2","1","1","2","2","1","Infield shift","Standard","218","0","-0.027"
"SI","2021-07-26","93.7","-1.69","6.17","Ohtani, Shohei",660271,608566,,"called_strike",,,,,"4","Shohei Ohtani grounds out sharply, second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","LAA","COL","S",,,"1","0",2021,"-1.01","0.57","-0.73","2.27",,,,"2","5","Bot",,,,,"624513",,,4.626429482054886,-136.4207464862629,-5.525544789979769,-13.66966811021985,28.784124361116866,-24.11203030736348,"3.48","1.6",,,,"92.3","2060","5.3",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.2",,,,,,,,"41","2","Sinker","2","1","2","1","1","2","2","1","Infield shift","Standard","211","0","-0.02"
"SI","2021-07-26","93.6","-1.54","6.27","Ohtani, Shohei",660271,608566,,"ball",,,,,"13","Shohei Ohtani grounds out sharply, second baseman Brendan Rodgers to first baseman C.  J. Cron.","R","L","R","LAA","COL","B",,,"0","0",2021,"-1.05","0.61","-0.14","1.55",,,,"2","5","Bot",,,,,"624513",,,5.815149994658049,-136.03797804264553,-7.65653692736604,-14.25527373930782,28.833135254952694,-23.155226206970532,"3.49","1.7",,,,"92.1","2006","5.4",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.13",,,,,,,,"41","1","Sinker","2","1","2","1","1","2","2","1","Infield shift","Standard","219","0","0.016"
"KC","2021-07-26","85.6","-1.44","6.34","Ohtani, Shohei",660271,608566,"strikeout","swinging_strike_blocked",,,,,"14","Shohei Ohtani strikes out swinging.","R","L","R","LAA","COL","S","2",,"0","2",2021,"0.56","-0.48","0.69","0.21",,,,"0","3","Bot",,,,,"624513",,,3.832694497666742,-124.58976343436352,-7.131580958242464,5.055360963844444,24.445696805719052,-36.00719600254805,"3.55","1.63",,,,"84.1","2715","5.3",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.24",,,"0","1","0","0",,"22","3","Knuckle Curve","2","0","2","0","0","2","2","0","Infield shift","Standard","43","-0.015","-0.151"
"KC","2021-07-26","84.8","-1.5","6.44","Ohtani, Shohei",660271,608566,,"called_strike",,,,,"1","Shohei Ohtani strikes out swinging.","R","L","R","LAA","COL","S",,,"0","1",2021,"1","-0.24","-0.50","3.25",,,,"0","3","Bot",,,,,"624513",,,0.36116901435126575,-123.66525834269093,-0.7456080491460537,10.212456038467453,22.95638237078652,-34.71306596840022,"3.36","1.48",,,,"83.2","2844","5",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.53",,,,,,,,"22","2","Knuckle Curve","2","0","2","0","0","2","2","0","Infield shift","Standard","43","0","-0.052"
"FF","2021-07-26","96.3","-1.47","6.35","Ohtani, Shohei",660271,608566,,"foul",,,,,"2","Shohei Ohtani strikes out swinging.","R","L","R","LAA","COL","S",,,"0","0",2021,"-0.74","1.31","0.24","3.06",,,,"0","3","Bot",,,,,"624513",,,6.0769676272740085,-140.0937302018398,-5.995043495159742,-11.126936889410212,31.437657637999212,-13.733487387845605,"3.55","1.63",,,,"94.3","2229","5.1",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.36",,,,,,,,"22","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Infield shift","Standard","212","0","-0.038"
"SI","2021-07-26","94.6","-1.58","6.36","Ohtani, Shohei",660271,608566,"single","hit_into_play",,,,,"7","Shohei Ohtani singles on a ground ball to right fielder Charlie Blackmon.   David Fletcher scores.","R","L","R","LAA","COL","X","9","ground_ball","3","1",2021,"-1.14","1.05","-0.61","2.10",,"664058",,"0","1","Bot",151.32,89.36,,,"624513",,,4.963803668624905,-137.48377542338287,-7.5965370069023725,-15.617185073386317,30.49514016983314,-17.41252914725441,"3.55","1.63","34","88.8","-1","92.6","2186","5.1",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.36","0.28","0.255","0.9","1","1","0","2","6","5","Sinker","0","0","0","0","0","1","1","0","Standard","Standard","206","0.072","0.506"
"FF","2021-07-26","96.6","-1.76","6.35","Ohtani, Shohei",660271,608566,,"blocked_ball",,,,,"14","Shohei Ohtani singles on a ground ball to right fielder Charlie Blackmon.   David Fletcher scores.","R","L","R","LAA","COL","B",,,"2","1",2021,"-0.28","1.23","0.99","0.58",,"664058",,"0","1","Bot",,,,,"624513",,,7.770919562432556,-140.07732285550148,-12.298189926105293,-5.403570856920292,30.66356984139213,-13.360995376367887,"3.49","1.57",,,,"94.5","2193","5.2",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.3",,,,,,,,"6","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","209","0","0.139"
"CH","2021-07-26","87.5","-1.72","6.4","Ohtani, Shohei",660271,608566,,"ball",,,,,"11","Shohei Ohtani singles on a ground ball to right fielder Charlie Blackmon.   David Fletcher scores.","R","L","R","LAA","COL","B",,,"1","1",2021,"-0.93","0.49","-1.90","6.18",,,"664058","0","1","Bot",,,,,"624513",,,1.4424776964595456,-127.45680530872562,4.4203865322275195,-10.468565903008502,24.293905149691597,-27.835568482919516,"3.44","1.63",,,,"85.8","1592","5",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.52",,,,,,,,"6","3","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","210","0.024","0.076"
"FF","2021-07-26","96.5","-1.59","6.39","Ohtani, Shohei",660271,608566,,"ball",,,,,"1","Shohei Ohtani singles on a ground ball to right fielder Charlie Blackmon.   David Fletcher scores.","R","L","R","LAA","COL","B",,,"0","1",2021,"-0.38","1.13","-0.82","3.38",,,"664058","0","1","Bot",,,,,"624513",,,2.826593711581244,-140.52612771739797,-4.9196790364665075,-5.627859439631194,32.46443826141811,-16.253290014103428,"3.44","1.62",,,,"94.4","2026","5.1",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.43",,,,,,,,"6","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0","0.039"
"FF","2021-07-26","94.6","-1.78","6.33","Ohtani, Shohei",660271,608566,,"called_strike",,,,,"4","Shohei Ohtani singles on a ground ball to right fielder Charlie Blackmon.   David Fletcher scores.","R","L","R","LAA","COL","S",,,"0","0",2021,"-0.29","1.12","-0.72","2.21",,,"664058","0","1","Bot",,,,,"624513",,,3.357785856822307,-137.6411299271922,-7.38194617357175,-4.4713843495099095,31.368209965430882,-16.49823701821267,"3.37","1.62",,,,"92.5","1855","5.1",633157,608566,"624513","543068","663898","658069","596115","606132","656541","453568","55.37",,,,,,,,"6","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","219","0","-0.057"
"FF","2021-07-26","95.4","0.89","6.17","Ohtani, Shohei",660271,641386,"strikeout","swinging_strike",,,,,"12","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S","2",,"3","2",2021,"0.88","1.41","0.38","4.08",,,,"1","7","Bot",,,,,"624513",,,-3.2910131984081255,-138.87469460978838,-3.049676981225984,12.110045586498929,30.913721631262288,-13.396222563068692,"3.55","1.63",,,,"95.2","2422","6.1",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.35",,,"0","1","0","0",,"56","6","4-Seam Fastball","4","1","4","1","1","4","4","1","Infield shift","Standard","141","-0.004","-0.212"
"FF","2021-07-26","94.4","0.85","6.26","Ohtani, Shohei",660271,641386,,"swinging_strike",,,,,"5","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"3","1",2021,"0.86","1.57","-0.17","2.85",,,,"1","7","Bot",,,,,"624513",,,-4.5434147824677,-137.27275653701108,-6.658605340456417,11.886296230508513,30.41058549605665,-11.062224249551761,"3.55","1.63",,,,"94.1","2494","6.2",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.32",,,,,,,,"56","5","4-Seam Fastball","4","1","4","1","1","4","4","1","Infield shift","Standard","141","0","-0.065"
"SL","2021-07-26","85.3","1.15","6.2","Ohtani, Shohei",660271,641386,,"ball",,,,,"12","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"2","1",2021,"0.07","0.34","0.60","3.90",,,,"1","7","Bot",,,,,"624513",,,-1.4109351078186405,-124.37384820307736,0.09309570544797963,0.9622607555934763,21.55457047856071,-28.818115206770386,"3.45","1.56",,,,"85.6","2131","6",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.45",,,,,,,,"56","4","Slider","4","1","4","1","1","4","4","1","Infield shift","Standard","187","0","0.083"
"FF","2021-07-26","93.8","0.91","6.25","Ohtani, Shohei",660271,641386,,"called_strike",,,,,"11","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","S",,,"2","0",2021,"1.04","1.44","-0.83","2.93",,,,"1","7","Bot",,,,,"624513",,,-6.804889771484219,-136.3923140279597,-6.019105543705949,14.512143445382952,30.10450440319164,-13.104621077064872,"3.4","1.57",,,,"93.6","2302","6.2",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.3",,,,,,,,"56","3","4-Seam Fastball","4","1","4","1","1","4","4","1","Infield shift","Standard","141","0","-0.044"
"SL","2021-07-26","83.6","1.15","6.25","Ohtani, Shohei",660271,641386,,"ball",,,,,"11","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"1","0",2021,"0.03","0.42","-0.39","3.85",,,,"1","7","Bot",,,,,"624513",,,-3.596088662098186,-121.82905083487151,-0.012749883678037643,0.9474339448363324,21.408093456746602,-28.170075888326288,"3.46","1.56",,,,"83.7","2098","6",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.47",,,,,,,,"56","2","Slider","4","1","4","1","1","4","4","1","Infield shift","Standard","177","0","0.05"
"FF","2021-07-26","94.1","0.94","6.27","Ohtani, Shohei",660271,641386,,"ball",,,,,"12","Shohei Ohtani strikes out swinging.","R","L","L","LAA","COL","B",,,"0","0",2021,"1.01","1.41","0.45","4.60",,,,"1","7","Bot",,,,,"624513",,,-3.472805050659559,-136.98352652851324,-1.7515100667319108,13.43617154163969,30.760894750358307,-14.248856130754987,"3.52","1.5",,,,"93.4","2418","5.9",633157,641386,"624513","543068","663898","658069","596115","606132","656541","453568","54.61",,,,,,,,"56","1","4-Seam Fastball","4","1","4","1","1","4","4","1","Infield shift","Standard","141","0","0.026"
"CU","2021-07-25","76.5","-1.67","5.86","Ohtani, Shohei",660271,641927,"strikeout","swinging_strike_blocked",,,,,"14","Shohei Ohtani strikes out swinging.","R","L","R","MIN","LAA","S","2",,"0","2",2021,"0.71","-1","0.93","0.47",,,,"2","3","Top",,,,,"680777",,,4.320496758219981,-111.39836984711393,-2.5812387091238262,5.093903947840591,20.07870010363382,-40.21860173751752,"3.55","1.63",,,,"78.5","2288","7.6",633179,641927,"680777","593934","624503","553902","592743","667670","595909","596146","52.86",,,"0","1","0","0",,"20","4","Curveball","2","1","1","2","1","2","1","2","Infield shift","Standard","39","0.012","-0.061"
"FF","2021-07-25","92.4","-2.02","5.71","Ohtani, Shohei",660271,641927,,"foul",,,,,"2","Shohei Ohtani strikes out swinging.","R","L","R","MIN","LAA","S",,,"0","2",2021,"-0.54","1.05","-0.03","3.52",,,,"2","3","Top",,,,,"680777",,,6.398003535794467,-134.5702193122545,-2.1619608081406083,-7.836346680209435,25.76222254263816,-19.009566239609494,"3.55","1.63","219","74.7","41","95.1","2091","7.5",633179,641927,"680777","593934","624503","553902","592743","667670","595909","596146","52.97",,,,,,,,"20","3","4-Seam Fastball","2","1","1","2","1","2","1","2","Infield shift","Standard","201","0","0"
"SL","2021-07-25","78.2","-1.87","5.75","Ohtani, Shohei",660271,641927,,"foul",,,,,"5","Shohei Ohtani strikes out swinging.","R","L","R","MIN","LAA","S",,,"0","1",2021,"0.96","-0.22","-0.09","2.67",,,,"2","3","Top",,,,,"680777",,,2.126054376642903,-113.8580524906582,0.6791949421746204,7.909348603531295,21.34165862031275,-34.410934806985075,"3.55","1.63","61","68.8","4","79.7","2142","7.3",633179,641927,"680777","593934","624503","553902","592743","667670","595909","596146","53.16",,,,,,,,"20","2","Slider","2","1","1","2","1","2","1","2","Infield shift","Standard","62","0","-0.024"
"CU","2021-07-25","75.0","-1.66","5.96","Ohtani, Shohei",660271,641927,,"foul",,,,,"6","Shohei Ohtani strikes out swinging.","R","L","R","MIN","LAA","S",,,"0","0",2021,"0.83","-0.83","0.57","2.55",,,,"2","3","Top",,,,,"680777",,,3.1901456135067727,-109.27472501113664,1.5670187477453994,6.2161362868203724,17.595678103158892,-39.34077112176964,"3.55","1.63",,,,"76.8","2338","7.4",633179,641927,"680777","593934","624503","553902","592743","667670","595909","596146","53.15",,,,,,,,"20","1","Curveball","2","1","1","2","1","2","1","2","Infield shift","Standard","43","0","-0.018"
"CH","2021-07-25","87.4","-2.16","5.81","Ohtani, Shohei",660271,641927,"single","hit_into_play",,,,,"13","Shohei Ohtani singles on a ground ball to second baseman Nick Gordon.","R","L","R","MIN","LAA","X","4","ground_ball","0","2",2021,"-1.17","0.64","-1.41","2.22",,,,"1","1","Top",150.03,136.51,,,"680777",,,4.3093413272557575,-127.40502493988429,-4.006189630395501,-13.59629756557983,22.145723851472287,-24.58920889063829,"3.55","1.63","127","79.7","10","89.9","1869","7.4",633179,641927,"680777","593934","624503","553902","592743","667670","595909","596146","53.14","0.469","0.463","0.9","1","1","0","4","2","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","246","-0.025","0.324"
